english,manual_igbo,nllb_igbo,bleu_score,meteor_score,chrf_score,rouge1_score,rouge2_score,rougeL_score,exact_match
The result led to the appointment of Jose Peseiro as coach.,Ihe merenụ mere ka ahọpụta Jose Peseiro dịka onye nchịkwa.,Nsonaazụ ahụ dugara ná nhọpụta nke Jose Peseiro dị ka onye nchịkwa.,0.053863663688318665,0.0,0.6250466703593446,0.689655172413793,0.5185185185185186,0.689655172413793,0
Let the rule of law prevail in the course of adjudication.,Ka ọchịchị iwu bie n'ikpe.,Ka iwu na-achị achị n'oge ikpe.,0.048549177170732344,0.0,0.31008670098610375,0.5333333333333333,0.0,0.5333333333333333,0
This was financing for loss and damages to support frontline countries.,Nke ahụ bụ iwepụta ego maka ọnwụ na mmebi iji gbaa obodo ndị nọ n'ókè ume.,Nke a bụ ego maka ọnwụ na mmebi iji kwado mba ndị dị n'ihu.,0.3356564842211681,0.0,0.4453533265063865,0.606060606060606,0.3225806451612903,0.606060606060606,0
NECO was set up to meet the unique needs of Nigerians.,Arụrụ NECO iji hụ na-emere mkpa ndị Naijiria pụrụ iche.,E guzobere NECO iji gboo mkpa pụrụ iche nke ndị Naịjirịa.,0.05012578715739066,0.0,0.3973460159618296,0.5925925925925927,0.24000000000000002,0.4444444444444445,0
The subject of which is outside the purview of this discussion.,Okwu nke a esoghi na ihe a na-akọ ugbua.,nke isiokwu ya na-anọghị n'ọkwá nke mkparịta ụka a.,0.023980296761827107,0.0,0.22139910614782074,0.2608695652173913,0.0,0.2608695652173913,0
"She lived alone, so she couldnt count on anyones help.","O biiri naanị ya, nke mere ojiri onweghi onye ọ na-ele anya inyere ya aka.","Ọ bi nanị ya, n'ihi ya, ọ pụghị ịtụkwasị onye ọ bụla obi na ọ ga-enyere ya aka.",0.0341599190576228,0.0,0.3554858784159674,0.29411764705882354,0.0625,0.29411764705882354,0
"The loan and store prices were rising, unlike Ladis salary.","Ego mbinye nakwa ọnụ ahịa nọ na-agbago, n'agbanyeghi ego ọnwa Ladis.","Ụgwọ mgbazinye ego na ọnụahịa ụlọ ahịa na-arị elu, n'adịghị ka ụgwọ ọnwa Ladis.",0.03592143420342892,0.0,0.4018427481817095,0.47058823529411764,0.18749999999999997,0.47058823529411764,0
When we started the song we didnt know what to do.,"Mgbe anyị bidoro egwu a, anyị amaghị ihe anyị kwesịrị ime.","Mgbe anyị malitere ịbụ abụ ahụ, anyị amaghị ihe anyị ga-eme.",0.2790159393585827,0.0,0.5095987193989094,0.5,0.36363636363636365,0.5,0
"It disregards due process and incites unnecessary tension, he said.","Ọ na-eleghara usoro kwesịrịnụ ma na-akpalite obi mgbali elu na-ekwesighị, o kwuru.",O kwuru na ọ na-eleghara usoro kwesịrị ekwesị anya ma na-akpali esemokwu na-enweghị isi.,0.03342866121562732,0.0,0.5765958027553315,0.6060606060606061,0.38709677419354843,0.48484848484848486,0
Here are 15 healthy recipes you can cook with your kids.,O nwere ụzọ mmepụta nri dị ahụ mma iri na ise inwere ike isi gị na ụmụ gị.,Ndị a bụ uzommeputa 15 dị mma ị pụrụ isi na ụmụ gị sie.,0.029873929042581262,0.0,0.217592294231415,0.36363636363636365,0.12903225806451615,0.36363636363636365,0
Reheating leftovers not only saves time and money but reduces waste.,Isigharị nri fọrọ afọ na-edebe oge nakwa ego ma na-ebelata mmefu.,Ọ bụghị nanị na ịgbanyụ ihe ndị fọdụrụnụ na-azọpụta oge na ego kamakwa ọ na-ebelata ihe ndị a na-efufu.,0.01340082578177889,0.0,0.37992357658701864,0.35000000000000003,0.052631578947368425,0.35000000000000003,0
Mr Umaru works with about 16 other workers at the site.,Mazị Umaru na-arụ ọrụ ya na ụmụ ọrụ iri na isii ndị ọzọ n'ebe ọrụ.,Maazị Umaru na ihe dị ka ndị ọrụ 16 ndị ọzọ na-arụ ọrụ n'ebe ahụ.,0.04701040821391918,0.0,0.47604783471804873,0.5882352941176471,0.3125,0.4117647058823529,0
Camel competition is a longstanding tradition that was modernized in 2004.,Ndọrọ ndọrọ anụmanụ kamelụ bụ omenala nke a emere ka ọ dị ọhụrụ n'afọ 2004.,Ịsọ mpi kamel bụ ọdịnala dị ogologo oge nke e mere ka ọ dị ọhụrụ n'afọ 2004.,0.30277029197532096,0.0,0.5013679406978625,0.5263157894736842,0.3888888888888889,0.5263157894736842,0
Nigerias security forces are famed for their excessive use of force.,Ejiri ike ike mara ndị nche Naijiria.,Ndị nche Naịjirịa bụ ndị a ma ama n'ihi iji ike eme ihe n'ụzọ gabigara ókè.,0.01618861356572822,0.0,0.38361514965628546,0.2222222222222222,0.08,0.14814814814814817,0
It is an essential practice if you prepare foods in bulk.,Nke a bụ omume kwesịrị ekwesị maọbụrụ na I na-esi nri ọtụtụ.,Ọ bụ omume dị oké mkpa ma ọ bụrụ na ị na-akwadebe nri n'ụzọ buru ibu.,0.030934588294313718,0.0,0.32668168388963376,0.48484848484848486,0.2580645161290323,0.48484848484848486,0
"In severe cases, food poisoning can even cause death 1.","N'ọnọdụ siri ike, iri nri nsị nwekwara ike igbu mmadụ.","N'ọnọdụ ndị siri ike, nsị nri pụrụ ọbụna ịkpata ọnwụ 1.",0.05012578715739066,0.0,0.33372293894840693,0.5185185185185186,0.23999999999999996,0.4444444444444445,0
This article provides instructions for safe and tasty reheating of leftovers.,Edemede a na-enye ntuziaka maka isigharị nri fọrọ afọ nke ọma ka ọ dị ụtọ.,Isiokwu a kwuru otú a ga-esi na-ekpo ọkụ ihe ndị fọdụrụ n'ime ya.,0.01332159246146111,0.0,0.14416700557215448,0.29411764705882354,0.0,0.23529411764705882,0
All girls and boys have access to quality early childhood development.,Ụmụaka nwanyị na nwoke niile nwere ohere mmalite nwata dị mma.,Ụmụ agbọghọ na ụmụ okorobịa nile nwere ohere inweta mmepe dị mma n'oge nwata.,0.03592143420342892,0.0,0.433144335317456,0.4827586206896552,0.14814814814814814,0.41379310344827586,0
"It also leads to better nutrient absorption 1Trusted Source, 2.","Ọ na-emekwa ka ahụ nabata ihe nri na-enye nke ọma. 1 Isi atụkwasịrị obi, 2.","Ọ na-edugakwa n'ime ka ihe oriri na-edozi ahụ dịkwuo mma 1Ezigbo Isi Iyi, 2.",0.020813995118775932,0.0,0.2686041828960104,0.39999999999999997,0.0,0.34285714285714286,0
Nutrients can also be lost during the process of cooking meat.,Ihe nri na-enye nwere ike ifu ma esiwe anụ.,A pụkwara ịhapụ ihe ndị na-edozi ahụ́ n'oge a na-esi nri anụ.,0.020255986027125642,0.0,0.22848054242345692,0.3076923076923077,0.0,0.23076923076923075,0
"Director General of the Bureau of Public Enterprises BPE, Mr.","Onye isi ndị isi ụlọ ọrụ ndị ọha BPE, Mazi","General Director nke Bureau of Public Enterprises BPE, Mr.",0.02145851237135921,0.0,0.1424179721355092,0.10526315789473685,0.0,0.10526315789473685,0
"Good oral health means good overall health, and the opposite.", ,"Ezi ahụ́ ike ọnụ pụtara ezi ahụ́ ike n'ozuzu ya, ọ bụkwa ihe megidere ya.",0.0,0.0,1.0000000000000001e-16,0.0,0.0,0.0,0
The high calories consumed in SSBs lead to excessive weight gain.,Kalori dị ukwuu nke a na-eri na SSB na-ebute oke ibu ibu.,Nri dị elu a na-eri na SSB na-eduga n'inwe oke ibu.,0.24640511033537824,0.0,0.4980409885729153,0.6428571428571429,0.46153846153846156,0.6428571428571429,0
Doyin Okupe guilty of receiving over two hundred million naira cash.,Ikpe mara Doyin Okupe maka ọ naara ihe karịrị naira nde narị abụọ n'ego ,Doyin Okupe bụ onye ikpe mara maka ịnata ihe karịrị narị nde naira abụọ.,0.05231868220107226,0.0,0.5628054056683927,0.8000000000000002,0.2857142857142857,0.5333333333333333,0
In the 1950s the term club soda began to be popularized.38.,"N'afọ 1950, ebidoro marawa okwu a na-akpọ club soda. ","N'afọ ndị 1950, okwu ahụ bụ club soda malitere ịbụ ewu ewu.38.",0.024088562704853513,0.0,0.34309248084968846,0.4799999999999999,0.17391304347826086,0.4799999999999999,0
The process of dissolving carbon dioxide in water is called carbonation.,A na-akpọ usoro nke ịgbari carbon dioxide n'ime mmiri carbonation.,A na-akpọ usoro nke ịgbaze carbon dioxide n'ime mmiri carbonation.,0.6580370064762462,0.0,0.9163663425042107,0.9166666666666666,0.8181818181818182,0.9166666666666666,0
Bezzy communities provide meaningful connections with others living with chronic conditions.,Ndị obodo Bezzy na-eme ka ndị ọzọ na-arịa ọrịa na-adịghị ala ala nwee mmekọrịta bara uru.,Ndị obodo Bezzy na-eme ka ha na ndị ọzọ na-arịa ọrịa na-adịghị ala ala nwee mmekọrịta bara uru.,0.7778111223054219,0.0,0.9707545952943762,0.9600000000000001,0.9166666666666666,0.9600000000000001,0
"However, further research is still needed to confirm these effects.","Mana, ekwesiri iga n'ihu nyoocha ma kwado ihe mmetụta ndị a.","Otú ọ dị, a ka chọrọ nnyocha ndị ọzọ iji kwado mmetụta ndị a.",0.07596458453655348,0.0,0.34289418577369773,0.3571428571428571,0.23076923076923075,0.3571428571428571,0
Its also a caloriefree beverage that causes a pleasurable bubbly sensation.,Ọ bụkwa ihe ọṅụṅụ na-enweghị calorie nke na-eme ka obi na-atọ ụtọ.,Ọ bụkwa ihe ọṅụṅụ na-enweghị calorie nke na-eme ka obi na-atọ ụtọ.,1.0,0.0,1.0,1.0,1.0,1.0,1
Is this maybe even our responsibility to not take him?.,O nwere ike ịbụ na ọ bụ anyị ka ọ dịịrị ịghara ijide ya?,Ò nwere ike ịbụ na ọ bụ anyị ka ọ dịịrị ịghara ijide ya?,0.9193227152249185,0.0,0.9752646005366398,0.9600000000000001,0.9565217391304348,0.9600000000000001,0
How much did the consultant recover to earn such a fee?,Ego ole ka onye ndụmọdụ ahụ nwetara iji nweta ụdị ego ọrụ ahụ?,Ego ole ka onye ndụmọdụ ahụ nwetara iji nweta ụgwọ dị otú ahụ?,0.6652049901111008,0.0,0.8011370959114451,0.8666666666666667,0.7142857142857143,0.8666666666666667,0
Were confident youll be out the door in no time!.,Obi siri m ike na ị ga-esi n'ọnụ ụzọ ahụ pụọ n'oge na-adịghị anya!,Obi siri m ike na ị ga-esi n'ọnụ ụzọ ahụ pụọ n'oge na-adịghị!,0.8446319809857226,0.0,0.9112452934871748,0.9714285714285714,0.9696969696969697,0.9714285714285714,0
"Unfortunately, the end to this incubus is not in sight.","N'ụzọ mwute, ọgwụgwụ nke incubus a adịghị nso.","N'ụzọ dị mwute, ọgwụgwụ nke incubus a adịghị anya.",0.6104735835807844,0.0,0.8211378980451358,0.8695652173913043,0.761904761904762,0.8695652173913043,0
This reporter then sent questions to Mr Odumboni directly via WhatsApp.,Onye nta akụkọ a jiri WhatsApp zigara Maazị Odumboni ajụjụ ozugbo.,Onye nta akụkọ a zigara Maazị Odumboni ajụjụ ozugbo site na WhatsApp.,0.4240125351805037,0.0,0.8137681898645176,0.888888888888889,0.7199999999999999,0.8148148148148148,0
"However, you are guaranteed a hot and crispy leftover pizza.","Otu ọ dị, a na-ekwe nkwa na ị ga-enwe pizza na-ekpo ọkụ ma na-atọ ụtọ.","Otú ọ dị, a na-ekwe nkwa na ị ga-enwe Pizza na-ekpo ọkụ ma na-atọ ụtọ.",0.7241577342575828,0.0,0.8863425194446282,0.9411764705882353,0.9375,0.9411764705882353,0
"This way, the veggies retain their delicious flavor and texture.","N'ụzọ a, akwụkwọ nri ndị ahụ na-ejigide ụtọ na ọdịdị ha.","N'ụzọ dị otú a, ahịhịa ndị ahụ na-ejigide ụtọ na ọdịdị ha na-atọ ụtọ.",0.3759663529467017,0.0,0.6629620934823913,0.6857142857142857,0.5454545454545454,0.6857142857142857,0
"According to Ashekun, multiple women came forward with similar stories.","Dị ka Ashekun si kwuo, ọtụtụ ụmụ nwanyị kwuru akụkọ yiri nke ahụ.","Dị ka Ashekun si kwuo, ọtụtụ ụmụ nwanyị kwuru akụkọ yiri nke ahụ.",1.0,0.0,1.0,1.0,1.0,1.0,1
I was shocked—this was happening in the same church we attended?,O gbawojuru m anya na ihe a na-eme n'otu chọọchị ahụ anyị gara?,O juru m anya na ihe a na-eme n'otu chọọchị ahụ anyị gara?,0.842362674378975,0.0,0.8885716252810542,0.9375,0.8666666666666667,0.9375,0
This includes passing through France on the way to the UK.,Nke a gụnyere ịgafe France n'ụzọ na-aga UK.,Nke a na-agụnye ịgafe France n'ụzọ na-aga UK.,0.5946035575013605,0.0,0.8362737223127312,0.7826086956521738,0.6666666666666666,0.7826086956521738,0
"Please I beg you, dont come to Okporo on Monday.","Biko, ana m arịọ gị ka ị ghara ịbịa Okporo na Mọnde.","Biko, ana m arịọ gị ka ị ghara ịbịa Okporo na Mọnde.",1.0,0.0,1.0,1.0,1.0,1.0,1
reak up the rice with a fork if its stuck together.,Jiri ndụdụ gbakepụ osikapa ahụ ma ọ bụrụ na ọ rapaara n'otu ebe.,Jiri fork na-agbanye osikapa ahụ ma ọ bụrụ na ọ rapaara n'otu ebe.,0.7539221180326288,0.0,0.7352108054987244,0.7857142857142857,0.6923076923076923,0.7857142857142857,0
But it was the last time she would see him alive.,Mana ọ bụ oge ikpeazụ ọ ga-ahụ ya ka ọ dị ndụ.,"Ma, ọ bụ nke ikpeazụ ọ hụrụ ya ka ọ dị ndụ.",0.4063798282013443,0.0,0.551146163780917,0.6,0.3333333333333333,0.6,0
The vehicles were sold around the last week of April 2021.,E rere ụgbọala ndị ahụ n'ihe dị ka izu ikpeazụ nke Eprel 2021.,E rere ụgbọala ndị ahụ n'ihe dị ka izu ikpeazụ nke Eprel 2021.,1.0,0.0,1.0,1.0,1.0,1.0,1
He said Nigerians have suffered enough in the midst of plenty.,O kwuru na ndị Naịjirịa ataala ahụhụ ruo n'oke zuru ezu n'etiti ọtụtụ ihe.,O kwuru na ndị Naịjirịa atawo ahụhụ ruo n'ókè zuru ezu n'etiti ọtụtụ ihe.,0.5731224484094262,0.0,0.8169568551040584,0.9,0.7894736842105263,0.9,0
"That was why they were arrested too, the source added.","Ọ bụ ya mere e ji jide ha, ka isi mmalite okwu ahụ kwukwara.","Ọ bụ ya mere e ji jide ha, ka isi iyi ahụ gbakwụnyere.",0.6981025376257924,0.0,0.538440580166124,0.7692307692307693,0.6666666666666666,0.7692307692307693,0
She left in 2018 and the jewellery went missing in 2019.,Ọ pụrụ na 2018 ma ọla ahụ furu efu na 2019.,Ọ hapụrụ ya na 2018 ma ọla ahụ furu efu na 2019.,0.7292571723872933,0.0,0.8811864111135375,0.8695652173913043,0.761904761904762,0.8695652173913043,0
A video obtained by SaharaReporters shows the moment Alilu was arrested.,Vidio nke ndi nta akụkọ Sahara nwetara na-egosi oge a nwụchiri Alilu.,Vidio nke SaharaReporters nwetara na-egosi oge a nwụchiri Alilu.,0.473364131565402,0.0,0.7149856038693209,0.7692307692307692,0.6666666666666666,0.7692307692307692,0
"Reece works very hard to be in shape, said Tuchel.",Tuchel kwuru na Reece na-arụsi ọrụ ike iji nwee ahụ siri ike.,Tuchel kwuru na Reece na-arụsi ọrụ ike iji nọgide na-enwe ahụ ike.,0.6484115071397645,0.0,0.7849727464877662,0.7999999999999999,0.6428571428571429,0.7999999999999999,0
"Its these smaller, hidden leaks that we need to find.",Ọ bụ obere ihe ndị na-ehi ehi nke na-ezo ezo ka anyị kwesịrị ịchọpụta.,Ọ bụ obere ihe ndị a na-ezo ezo ka anyị kwesịrị ịchọpụta.,0.6220700406786386,0.0,0.7507634168348161,0.8484848484848485,0.7741935483870968,0.8484848484848485,0
"This is where much smaller, artificially intelligent machines come in.",Ọ bụ ebe a ka ígwè ọrụ dị nta na ndị nwere ọgụgụ isi na-aba uru.,Ọ bụ ebe a ka ígwè ọrụ ndị ka nta na ndị nwere ọgụgụ isi na-abịa.,0.6739047062564734,0.0,0.8094105605215485,0.7999999999999999,0.7272727272727272,0.7999999999999999,0
The base lies about 650km 400 miles northeast of Ukraines border.,Ebe ahụ dị ihe dị ka kilomita narị isii na iri ise maịlụ narị anọ n'ebe ọwụwa anyanwụ okeala Ukraine.,Ebe ahụ dị ihe dị ka narị kilomita isii na iri ise n'ebe ugwu ọwụwa anyanwụ ókèala Ukraine.,0.41677851600972055,0.0,0.6386806180457671,0.8181818181818182,0.5238095238095238,0.7727272727272727,0
Sir Keir said Mr Johnson was totally deluded and totally failing.,Mazi Keir kwuru na a ghọgburu Mazi Johnson kpatakpata ma na-akụda ya kpatakpata.,Sir Keir kwuru na a ghọgburu Mr. Johnson kpamkpam ma na-akụda ya kpamkpam.,0.39832871551569504,0.0,0.6289811634261396,0.75,0.6,0.75,0
Drink fluoridated tap water and brush your teeth with fluoride toothpaste.,Na-aṅụ mmiri pọmpụ nwere fluoride ma jiri ihe e ji asa eze nwere fluoride.,Na-aṅụ mmiri pọmpụ nwere fluoride ma jiri ihe e ji emechi ezé na-asa ezé.,0.6767781116542884,0.0,0.7173635235242942,0.787878787878788,0.7096774193548386,0.787878787878788,0
Wear a mouthguard when participating in contact sports or highrisk activities.,Yiri ihe mkpuchi ọnụ anya mgbe ị na-eme egwuregwu mmetụta ahụ ma ọ bụ ihe ndị nwere ike ịkpatara gị nsogbu.,Na-akpachara anya mgbe ị na-eme egwuregwu ma ọ bụ ihe ndị nwere ike ịkpatara gị nsogbu.,0.5965265370941567,0.0,0.691750343331282,0.7567567567567567,0.6857142857142857,0.7567567567567567,0
"Despite their importance, Nigerian indigenous languages face challenges such as.","N'agbanyeghị mkpa ha, asụsụ ndị obodo Naịjirịa na-eche nsogbu ndị dị ka.","N'agbanyeghị mkpa ha, asụsụ ndị obodo Naịjirịa na-eche nsogbu ndị dị ka.",1.0,0.0,1.0,1.0,1.0,1.0,1
Meal planning makes it easier to achieve your healthy eating goals.,Ịhazi ihe ị ga-eri na-eme ka ọ dịkwuo mfe iru ihe ebumnobi gị maka iri ezigbo nri.,Ịhazi ihe ị ga-eri na-eme ka ọ dịkwuo mfe iru ihe mgbaru ọsọ gị.,0.6115850523287337,0.0,0.616902354689245,0.7878787878787877,0.7096774193548386,0.7878787878787877,0
A transitional twoyear period led by civilian leaders was agreed upon.,E kwekọrịtara na a ga-enwe oge mgbanwe nke ga-ewe afọ abụọ nke ndị isi obodo ga-achi.,E kwekọrịtara na a ga-enwe oge mgbanwe nke ga-ewe afọ abụọ nke ndị isi obodo ga-eduzi.,0.9306048591020997,0.0,0.9316750825375303,0.9523809523809523,0.9500000000000001,0.9523809523809523,0
"Additionally, soilless farming eradicates soilborne pathogens that typically harm crops.","Ọzọkwa, ọrụ ugbo na-ejighị ajaala na-ekpochapụ ihe ndị na-akpata ọrịa na-esi n'ala apụta nke ndị na-emerụkarị ihe akụrụ ahụ.","Tụkwasị na nke ahụ, ọrụ ugbo na-enweghị ala na-ekpochapụ ihe ndị na-akpata ọrịa na-esi n'ala apụta bụ́ ndị na-emerụkarị ihe ọkụkụ ahụ.",0.41584686600540666,0.0,0.7708513930050841,0.761904761904762,0.6229508196721311,0.7301587301587302,0
I instructed them not to leave until they were granted access.,Agwara m ha ka ha ghara ịpụ ruo mgbe e nyere ha ohere ịbanye.,Agwara m ha ka ha ghara ịpụ ruo mgbe e nyere ha ohere ịbanye.,1.0,0.0,1.0,1.0,1.0,1.0,1
Healthy eating simply means fueling your body with mostly nutritious foods.,Iri ezigbo nri pụtara iri naanị nri ndị na-edozi ahụ.,Iri nri na-edozi ahụ́ pụtara nanị iji nri ndị na-edozi ahụ́ eme ihe.,0.09144626892372869,0.0,0.5191047744549807,0.6428571428571429,0.3846153846153846,0.6428571428571429,0
"All foods contain calories, but not all foods are nutrientdense.","Ihe oriri nile nwere kalori, ma ọ bụghị ihe oriri nile nwere ihe ndị na-edozi ahụ.","Ihe oriri nile nwere calorie, ma ọ bụghị ihe oriri nile nwere ihe ndị na-edozi ahụ́.",0.7447819789879647,0.0,0.8742577646483475,0.9411764705882353,0.875,0.9411764705882353,0
There is about six PWDs got political appointment in the FCT.,E nwere ihe dị ka mmadụ isii PWD nwere nnọkọ ndọrọ ndọrọ ọchịchị na FCT.,E nwere ihe dị ka mmadụ isii PWD nwere nnọkọ ndọrọ ndọrọ ọchịchị na FCT.,1.0,0.0,1.0,1.0,1.0,1.0,1
A wellstocked kitchen makes choosing healthy meals and snacks much easier.,Ebe a na-esi nri jupụtara na nri na-eme ka ọ dịkwuo mfe ịhọrọ nri na ihe oriri ndị na-edozi ahụ.,Ebe a na-esi nri nke ọma na-eme ka ọ dịkwuo mfe ịhọrọ nri na ihe oriri ndị na-edozi ahụ́.,0.6955862031711643,0.0,0.7883720913228456,0.8749999999999999,0.8260869565217391,0.8749999999999999,0
The Nigerians picked six points to finish second in the group.,Ndị Naịjirịa nwekwuru mmeri isii iji nọrọ n'ọnọdụ nke abụọ n'ime otu ahụ.,Ndị Naịjirịa họọrọ isi isii iji nọrọ n'ọnọdụ nke abụọ n'ime ìgwè ahụ.,0.5344445934790545,0.0,0.6691261613134251,0.8205128205128205,0.7027027027027027,0.8205128205128205,0
China is emerging to be another key destination for Cambodian exports.,China na-apụta ịbụ ebe ọzọ dị mkpa maka mbupụ Cambodia.,China na-apụta ịbụ ebe ọzọ dị mkpa maka mbupụ Cambodia.,1.0,0.0,1.0,1.0,1.0,1.0,1
Jesam appeared in court this morning to seek release on bail.,Jesam pụtara n'ụlọikpe n'ụtụtụ a iji rịọ ka agbapụta ya.,Jesam pụtara n'ụlọikpe n'ụtụtụ a iji rịọ ka a tọhapụ ya n'akwụkwọ ikike.,0.5593684915933074,0.0,0.7947070035347599,0.7567567567567567,0.6857142857142857,0.7567567567567567,0
Kabila left the DRC before the last presidential election in 2023.,Kabila hapụrụ DRC tupu ntuliaka onyeisiala ikpeazụ na 2023.,Kabila hapụrụ DRC tupu ntuliaka onyeisiala ikpeazụ na 2023.,1.0,0.0,1.0,1.0,1.0,1.0,1
It is understood that no formal charges have yet been filed.,A ghọtara m na ọ dịbeghị ebubo ọ bụla e boro ya.,A na-aghọta na ọ dịbeghị ebubo ọ bụla e boro ya.,0.7369231628533763,0.0,0.8153199305323325,0.7692307692307693,0.6666666666666666,0.7692307692307693,0
The governors office sharply revised a previous toll of 17 Saturday.,Ụlọ ọrụ gọvanọ megharịrị ọnụ ọgụgụ ndị mmadụ nwụrụ n'ụbọchị Satọdee ruo iri na asaa.,Ọfịs ndị gọvanọ nyochara ọnụ ọgụgụ ndị mmadụ nwụrụ n'ụbọchị Satọdee gara aga nke iri na asaa.,0.4385068972747104,0.0,0.6818350253805106,0.7391304347826088,0.6363636363636365,0.7391304347826088,0
All this was learned on Blinkist in a matter of minutes.,A mụtara ihe a nile na Blinkist n'ime nkeji ole na ole.,A mụtara ihe a nile na Blinkist n'ime nkeji ole na ole.,1.0,0.0,1.0,1.0,1.0,1.0,1
"Nigerians have mischievous ways of explaining themselves, the President stated.",Onye isi ala kwuru na ndị Naịjirịa nwere ụzọ aghụghọ ha si akọwa onwe ha.,Onyeisiala kwuru na ndị Naịjirịa nwere ụzọ aghụghọ ha si akọwa onwe ha.,0.7820963401693358,0.0,1.0,0.8888888888888888,0.8823529411764706,0.8888888888888888,0
Brain fog usually describes symptoms including issues with memory and concentration.,Ọchịchịrị ụbụrụ na-akọwakarị mgbaàmà gụnyere nsogbu ncheta na itinye uche.,Ọchịchịrị ụbụrụ na-akọwakarị mgbaàmà gụnyere nsogbu ncheta na itinye uche.,1.0,0.0,1.0,1.0,1.0,1.0,1
Pardon us while we do a little chicken dance for chicken.,Biko gbaghara anyị ka anyị na-agba egwú ọkụkọ n'ihi ọkụkọ.,Biko gbaghara anyị ka anyị na-agba egwú ọkụkọ n'ihi ọkụkọ.,1.0,0.0,1.0,1.0,1.0,1.0,1
It turned out that Elsie had given him a fake number.,Ọ bịara doo anya na Elsie nyere ya nọmba ekwentị adịgboroja.,Ọ bịara doo anya na Elsie nyere ya nọmba adịgboroja.,0.8176129038784518,0.0,0.8103800906328242,0.9600000000000001,0.8695652173913043,0.9600000000000001,0
Or simply refrigerate them in a sealed container for 57 days.,"Ma ọ bụkwanụ, naanị na ị ga-etinye ha n'ime ngwa nju oyi ruo ụbọchị iri ise na asaa.","Ma ọ bụkwanụ, ọ bụ naanị na ị ga-etinye ha n'ime friji ruo ụbọchị iri ise na asaa.",0.6031612036218008,0.0,0.7863118275327841,0.8717948717948718,0.7567567567567567,0.8717948717948718,0
Sprinkle some into muffins or add it to meatloaf for sturdiness.,Fenye ụfọdụ n'ime mọfịn ma ọ bụ tinye ya n'ime ogbe achịcha iji mee ka ọ sie ike.,Na-agbanye ụfọdụ n'ime muffins ma ọ bụ tinye ya n'ime ogbe achịcha iji mee ka ọ sie ike.,0.7965670178751182,0.0,0.8563754904247625,0.8372093023255814,0.7804878048780488,0.8372093023255814,0
The theme of the Christmas Carol is The Prince of Peace.,"Isiokwu nke Christmas Carol bụ ""Onyeisi Udo"".","Isiokwu nke Christmas Carol bụ ""Onyeisi Udo"".",1.0,0.0,1.0,1.0,1.0,1.0,1
LASEMA is always and ever ready to fulfill its Ministerial responsibilities.,LASEMA dị njikere mgbe nile ịrụzu ọrụ ya dị ka Onye Ozi.,LASEMA dị njikere mgbe nile ịrụzu ọrụ ya dị ka Onye Ozi.,1.0,0.0,1.0,1.0,1.0,1.0,1
Frozen spinach thats been cooked can stay refrigerated for 35 days.,Akwụkwọ nri spinach nke esiri esi tupu oyi akpọnwuo ya nwere ike ịnọ na ngwa uji oyi rup ụbọchị iri atọ na ise.,E nwere ike iji spinach a kpọnwụrụ kpọnwụrụ akpọnwụrụ kpọnwụrụ akpọnwụrụ kpọnwụrụ akpọnwụrụ kpọnwụrụ akpọnwụrụ kpọnwụrụ akpọnwụrụ kpọnwụrụ akpọnwụrụ akpọnwụrụ kpọnwụrụ akpọnwụrụ kpọnwụrụ akpọnwụrụ kpọnwụrụ akpọnwụrụ kpọnwụrụ akpọnwụrụ kpọnwụrụ akpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọnwụrụ kpọn,0.007929020238848623,0.0,0.17236557746001738,0.05714285714285714,0.011560693641618497,0.03428571428571428,0
Use your senses to assess whether theyre still good for use.,Jiri uche gị chọpụta ma ha ka dị mma iji eme ihe.,Jiri uche gị chọpụta ma ọ̀ ka dị mma iji ya eme ihe.,0.5266403878479265,0.0,0.7976237340647256,0.9285714285714286,0.7692307692307693,0.9285714285714286,0
He will have had between 13 and 14 days of recovery.,Ọ nweela n'ime ụbọchị iri na atọ ma ọ bụ iri na anọ igbake,Ọ ga-abụ na ọ gbakee n'ime abalị iri na atọ ma ọ bụ iri na anọ.,0.4682568791024402,0.0,0.6017496597148789,0.689655172413793,0.5925925925925927,0.689655172413793,0
Its tough and we want to play in all the leagues.,"O siri ike, mana anyị chọkwara igwu egwu n'asọmpi niile.","Ọ na-esiri anyị ike, anyị chọkwara igwu egwu n'asọmpi niile.",0.537284965911771,0.0,0.7907315111897516,0.7692307692307693,0.6666666666666666,0.7692307692307693,0
Two of his former associates have pleaded guilty to related charges.,Mmadụ abụọ n'ime ndị ya na ha rụkọrọ ọrụ kwupụtara na ha bụ ndị ikpe mara n'okwu ndị metụtara ya.,Mmadụ abụọ n'ime ndị ya na ha rụkọrọ ọrụ kwupụtara na ha bụ ndị ikpe mara n'okwu ndị metụtara ya.,1.0,0.0,1.0,1.0,1.0,1.0,1
